key,source,Translation
Subtitles::vx_c00261_p01_nato_v01,"Muere, bestia inmunda.",
Subtitles::vx_c00261_p01_nato_v02,"Muere, bestia inmunda.",
Subtitles::vx_c00261_p01_redo_v01,"Muere, bestia inmunda.",
Subtitles::vx_c00261_p01_redo_v02,"Muere, bestia inmunda.",
Subtitles::vx_c00601_p01_plr_v01,"Muere, gusano de las cavernas.",
Subtitles::vx_c00601_p01_plr_v02,"Muere, gusano de las cavernas.",
Subtitles::vx_c00601_p01_plr_v03,"Muere, gusano de las cavernas.",
Subtitles::vx_c00601_p01_plr_v04,"Muere, gusano de las cavernas.",
Subtitles::vx_c00601_p01_plr_v05,"Muere, gusano de las cavernas.",
Subtitles::vx_c00601_p01_plr_v06,"Muere, gusano de las cavernas.",
Subtitles::vx_c00601_p01_plr_v07,"Muere, gusano de las cavernas.",
Subtitles::vx_c00601_p01_plr_v08,"Muere, gusano de las cavernas.",
Subtitles::vx_c00229_p01_shdw_v02,Muere.,
Subtitles::vx_c00306_p01_drgn_v01,Muere.,
Subtitles::vx_c00129_p01_plr_v01,Cavad aquí.,
Subtitles::vx_c00129_p01_plr_v02,Cavad aquí.,
Subtitles::vx_c00129_p01_plr_v03,Cavad aquí.,
Subtitles::vx_c00129_p01_plr_v04,Cavad aquí.,
Subtitles::vx_c00129_p01_plr_v05,Cavad aquí.,
Subtitles::vx_c00129_p01_plr_v06,Cavad aquí.,
Subtitles::vx_c00129_p01_plr_v07,Cavad aquí.,
Subtitles::vx_c00129_p01_plr_v08,Cavad aquí.,
Subtitles::vx_c00326_p03_deepo_v02,Hazlo de nuevo.,
Subtitles::vx_c00063_p03_nato_v02,Pues otra vez. Que sangre.,
Subtitles::vx_c00318_p03_gmen_v02,Pues otra vez. Que grite.,
Subtitles::vx_c00324_p03_gun_v01,"Pues otra vez. Y, esta vez, que duela más.",
Subtitles::vx_c00321_p03_redu_v02,Otra vez. Ya.,
Subtitles::vx_c00063_p03_nato_v01,Pues otra vez. Retuércele el pescuezo.,
Subtitles::vx_c00360_p02_plr_v02,¿Lo saben el rey Thorin y Gimli?,
Subtitles::vx_c00210_p01_tro_v01,¿Eres fácil de romper?,
Subtitles::vx_c00124_p03_drgn_v01,¿No os gusta mi tesoro?,
Subtitles::vx_c00378_p02_plr_v08,¿Creéis que nos ha visto?,
Subtitles::vx_c00001_p02_plr_v01,¿Habrá alguien más ahí abajo? ¿Señor Gimli?,
Subtitles::vx_c00001_p02_plr_v02,¿Habrá alguien más ahí abajo? ¿Señor Gimli?,
Subtitles::vx_c00001_p02_plr_v03,¿Habrá alguien más ahí abajo? ¿Señor Gimli?,
Subtitles::vx_c00001_p02_plr_v04,¿Habrá alguien más ahí abajo? ¿Señor Gimli?,
Subtitles::vx_c00001_p02_plr_v05,¿Habrá alguien más ahí abajo? ¿Señor Gimli?,
Subtitles::vx_c00001_p02_plr_v06,¿Habrá alguien más ahí abajo? ¿Señor Gimli?,
Subtitles::vx_c00001_p02_plr_v07,¿Habrá alguien más ahí abajo? ¿Señor Gimli?,
Subtitles::vx_c00001_p02_plr_v08,¿Habrá alguien más ahí abajo? ¿Señor Gimli?,
Subtitles::vx_c00706_p01_drgn_v01,"¿Os suena este lugar? Aquí es donde el Balrog dormía antes de acabar con vuestro precioso Durin. y donde vosotros moriréis. Ja, ja, ja.",
Subtitles::vx_c00399_p02_plr_v07,"Da igual, solo los orcos que están muertos son útiles.",
Subtitles::vx_c00061_p03_nato_v01,Me da igual. Y más te vale vigilar lo que dices.,
Subtitles::vx_c00438_p01_plr_v01,No tengo la herramienta correcta para esto.,
Subtitles::vx_c00438_p01_plr_v02,No tengo la herramienta correcta para esto.,
Subtitles::vx_c00438_p01_plr_v03,No tengo la herramienta correcta para esto.,
Subtitles::vx_c00438_p01_plr_v04,No tengo la herramienta correcta para esto.,
Subtitles::vx_c00438_p01_plr_v08,No tengo la herramienta correcta para esto.,
Subtitles::vx_c00252_p01_tro_v01,"No me gusta la carne de orco, pero haré una excepción.",
Subtitles::vx_c00076_p01_plr_v05,Listo. Solo necesitaba unos ajustes.,
Subtitles::vx_c00006_p01_plr_v01,¿Las Puertas de Durin? ¿Qué les ocurre?,
Subtitles::vx_c00006_p01_plr_v02,¿Las Puertas de Durin? ¿Qué les ocurre?,
Subtitles::vx_c00006_p01_plr_v03,¿Las Puertas de Durin? ¿Qué les ocurre?,
Subtitles::vx_c00006_p01_plr_v04,¿Las Puertas de Durin? ¿Qué les ocurre?,
Subtitles::vx_c00006_p01_plr_v05,¿Las Puertas de Durin? ¿Qué les ocurre?,
Subtitles::vx_c00006_p01_plr_v06,¿Las Puertas de Durin? ¿Qué les ocurre?,
Subtitles::vx_c00006_p01_plr_v07,¿Las Puertas de Durin? ¿Qué les ocurre?,
Subtitles::vx_c00006_p01_plr_v08,¿Las Puertas de Durin? ¿Qué les ocurre?,
Subtitles::vx_c00234_p01_shdw_v01,Al suelo.,
Subtitles::vx_c00234_p01_shdw_v02,Al suelo.,
Subtitles::vx_c00302_p01_king_v01,"Al suelo, ja, ja, ja.",
Subtitles::vx_c00256_p01_shdw_v02,"A por ellas, ¡abatidlas!",
Subtitles::vx_c00149_p01_redo_v02,La dragona vino de Mordor al mismo tiempo que nosotros. Yo la vi escapar.,
Subtitles::vx_c00149_p01_redu_v02,La dragona vino de Mordor al mismo tiempo que nosotros. Yo la vi escapar.,
Subtitles::vx_c00543_p01_plr_v01,Dragoncillos.,
Subtitles::vx_c00543_p01_plr_v02,Dragoncillos.,
Subtitles::vx_c00543_p01_plr_v03,Dragoncillos.,
Subtitles::vx_c00543_p01_plr_v04,Dragoncillos.,
Subtitles::vx_c00543_p01_plr_v05,Dragoncillos.,
Subtitles::vx_c00543_p01_plr_v06,Dragoncillos.,
Subtitles::vx_c00543_p01_plr_v07,Dragoncillos.,
Subtitles::vx_c00543_p01_plr_v08,Dragoncillos.,
Subtitles::vx_c00544_p01_plr_v03,Tambores en las profundidades. Ya vienen.,
Subtitles::vx_c00544_p01_plr_v01,Tambores en las profundidades. Ya vienen.,
Subtitles::vx_c00544_p01_plr_v02,Tambores en las profundidades. Ya vienen.,
Subtitles::vx_c00544_p01_plr_v04,Tambores en las profundidades. Ya vienen.,
Subtitles::vx_c00544_p01_plr_v05,Tambores en las profundidades. Ya vienen.,
Subtitles::vx_c00544_p01_plr_v06,Tambores en las profundidades. Ya vienen.,
Subtitles::vx_c00544_p01_plr_v07,Tambores en las profundidades. Ya vienen.,
Subtitles::vx_c00544_p01_plr_v08,Tambores en las profundidades. Ya vienen.,
Subtitles::vx_c00394_p01_plr_v03,"El hacha de Durin no es ningún arma, sino un pico.",
Subtitles::vx_c00394_p01_plr_v05,"El hacha de Durin no es ningún arma, sino un pico.",
Subtitles::vx_c00394_p01_plr_v01,"El hacha de Durin no es ningún arma, sino un pico.",
Subtitles::vx_c00394_p01_plr_v02,"El hacha de Durin no es ningún arma, sino un pico.",
Subtitles::vx_c00394_p01_plr_v04,"El hacha de Durin no es ningún arma, sino un pico.",
Subtitles::vx_c00394_p01_plr_v06,"El hacha de Durin no es ningún arma, sino un pico.",
Subtitles::vx_c00394_p01_plr_v07,"El hacha de Durin no es ningún arma, sino un pico.",
Subtitles::vx_c00394_p01_plr_v08,"El hacha de Durin no es ningún arma, sino un pico.",
Subtitles::vx_c00381_p01_plr_v01,Necesitaremos el hacha de Durin para luchar contra las sombras. Debo volver a forjarla cuando tenga todos los fragmentos.,
Subtitles::vx_c00381_p01_plr_v02,Necesitaremos el hacha de Durin para luchar contra las sombras. Debo volver a forjarla cuando tenga todos los fragmentos.,
Subtitles::vx_c00381_p01_plr_v03,Necesitaremos el hacha de Durin para luchar contra las sombras. Debo volver a forjarla cuando tenga todos los fragmentos.,
Subtitles::vx_c00381_p01_plr_v04,Necesitaremos el hacha de Durin para luchar contra las sombras. Debo volver a forjarla cuando tenga todos los fragmentos.,
Subtitles::vx_c00381_p01_plr_v05,Necesitaremos el hacha de Durin para luchar contra las sombras. Debo volver a forjarla cuando tenga todos los fragmentos.,
Subtitles::vx_c00381_p01_plr_v06,Necesitaremos el hacha de Durin para luchar contra las sombras. Debo volver a forjarla cuando tenga todos los fragmentos.,
Subtitles::vx_c00381_p01_plr_v07,Necesitaremos el hacha de Durin para luchar contra las sombras. Debo volver a forjarla cuando tenga todos los fragmentos.,
Subtitles::vx_c00381_p01_plr_v08,Necesitaremos el hacha de Durin para luchar contra las sombras. Debo volver a forjarla cuando tenga todos los fragmentos.,
Subtitles::vx_c00008_p01_plr_v01,"El Flagelo de Durin ya no está, ¿verdad?",
Subtitles::vx_c00008_p01_plr_v02,"El Flagelo de Durin ya no está, ¿verdad?",
Subtitles::vx_c00008_p01_plr_v03,"El Flagelo de Durin ya no está, ¿verdad?",
Subtitles::vx_c00008_p01_plr_v04,"El Flagelo de Durin ya no está, ¿verdad?",
Subtitles::vx_c00008_p01_plr_v05,"El Flagelo de Durin ya no está, ¿verdad?",
Subtitles::vx_c00008_p01_plr_v06,"El Flagelo de Durin ya no está, ¿verdad?",
Subtitles::vx_c00008_p01_plr_v07,"El Flagelo de Durin ya no está, ¿verdad?",
Subtitles::vx_c00008_p01_plr_v08,"El Flagelo de Durin ya no está, ¿verdad?",
Subtitles::vx_c00384_p02_plr_v03,El Flagelo de Durin. Me alegro de que no siga con vida.,
Subtitles::vx_c00391_p02_plr_v07,"La casa de Durin sobrevivió, así que su muerte no fue en vano.",
Subtitles::vx_c00392_p01_plr_v01,Por fin la fragua de Durin vuelve a estar en manos enanas. Tenemos que volver a encenderla.,
Subtitles::vx_c00392_p01_plr_v02,Por fin la fragua de Durin vuelve a estar en manos enanas. Tenemos que volver a encenderla.,
Subtitles::vx_c00392_p01_plr_v03,Por fin la fragua de Durin vuelve a estar en manos enanas. Tenemos que volver a encenderla.,
Subtitles::vx_c00392_p01_plr_v04,Por fin la fragua de Durin vuelve a estar en manos enanas. Tenemos que volver a encenderla.,
Subtitles::vx_c00392_p01_plr_v05,Por fin la fragua de Durin vuelve a estar en manos enanas. Tenemos que volver a encenderla.,
Subtitles::vx_c00392_p01_plr_v06,Por fin la fragua de Durin vuelve a estar en manos enanas. Tenemos que volver a encenderla.,
Subtitles::vx_c00392_p01_plr_v07,Por fin la fragua de Durin vuelve a estar en manos enanas. Tenemos que volver a encenderla.,
Subtitles::vx_c00392_p01_plr_v08,Por fin la fragua de Durin vuelve a estar en manos enanas. Tenemos que volver a encenderla.,
Subtitles::vx_c00046_p03_plr_v01,Por las barbas de Durin. ¿Qué fuerza maligna es esta?,
Subtitles::vx_c00046_p03_plr_v02,Por las barbas de Durin. ¿Qué fuerza maligna es esta?,
Subtitles::vx_c00046_p03_plr_v03,Por las barbas de Durin. ¿Qué fuerza maligna es esta?,
Subtitles::vx_c00046_p03_plr_v04,Por las barbas de Durin. ¿Qué fuerza maligna es esta?,
Subtitles::vx_c00046_p03_plr_v05,Por las barbas de Durin. ¿Qué fuerza maligna es esta?,
Subtitles::vx_c00046_p03_plr_v06,Por las barbas de Durin. ¿Qué fuerza maligna es esta?,
Subtitles::vx_c00046_p03_plr_v07,Por las barbas de Durin. ¿Qué fuerza maligna es esta?,
Subtitles::vx_c00046_p03_plr_v08,Por las barbas de Durin. ¿Qué fuerza maligna es esta?,
Subtitles::vx_c00351_p01_plr_v01,Por las barbas de Durin. No sabía que este lugar sagrado estuviese aquí.,
Subtitles::vx_c00351_p01_plr_v02,Por las barbas de Durin. No sabía que este lugar sagrado estuviese aquí.,
Subtitles::vx_c00351_p01_plr_v03,Por las barbas de Durin. No sabía que este lugar sagrado estuviese aquí.,
Subtitles::vx_c00351_p01_plr_v04,Por las barbas de Durin. No sabía que este lugar sagrado estuviese aquí.,
Subtitles::vx_c00351_p01_plr_v05,Por las barbas de Durin. No sabía que este lugar sagrado estuviese aquí.,
Subtitles::vx_c00351_p01_plr_v06,Por las barbas de Durin. No sabía que este lugar sagrado estuviese aquí.,
Subtitles::vx_c00351_p01_plr_v07,Por las barbas de Durin. No sabía que este lugar sagrado estuviese aquí.,
Subtitles::vx_c00351_p01_plr_v08,Por las barbas de Durin. No sabía que este lugar sagrado estuviese aquí.,
Subtitles::vx_c00400_p02_plr_v06,¡Por las barbas de Durin...! Jamás había visto una veta de mineral tan impresionante.,
Subtitles::vx_c00591_p01_plr_v01,La fuerza de Durin corre por mis venas.,
Subtitles::vx_c00591_p01_plr_v02,La fuerza de Durin corre por mis venas.,
Subtitles::vx_c00591_p01_plr_v03,La fuerza de Durin corre por mis venas.,
Subtitles::vx_c00591_p01_plr_v04,La fuerza de Durin corre por mis venas.,
Subtitles::vx_c00591_p01_plr_v05,La fuerza de Durin corre por mis venas.,
Subtitles::vx_c00591_p01_plr_v06,La fuerza de Durin corre por mis venas.,
Subtitles::vx_c00591_p01_plr_v07,La fuerza de Durin corre por mis venas.,
Subtitles::vx_c00591_p01_plr_v08,La fuerza de Durin corre por mis venas.,
Subtitles::vx_c00136_p02_plr_v01,"Durin, Aulë, dadme fuerza.",
Subtitles::vx_c00136_p02_plr_v02,"Durin, Aulë, dadme fuerza.",
Subtitles::vx_c00136_p02_plr_v03,"Durin, Aulë, dadme fuerza.",
Subtitles::vx_c00136_p02_plr_v04,"Durin, Aulë, dadme fuerza.",
Subtitles::vx_c00136_p02_plr_v05,"Durin, Aulë, dadme fuerza.",
Subtitles::vx_c00136_p02_plr_v06,"Durin, Aulë, dadme fuerza.",
Subtitles::vx_c00136_p02_plr_v07,"Durin, Aulë, dadme fuerza.",
Subtitles::vx_c00136_p02_plr_v08,"Durin, Aulë, dadme fuerza.",
Subtitles::vx_c00360_p01_plr_v01,"¿El deber de la casa de Durin? El hacha de Durin, las lámparas, las sombras… Está todo conectado.",
Subtitles::vx_c00360_p01_plr_v02,"¿El deber de la casa de Durin? El hacha de Durin, las lámparas, las sombras… Está todo conectado.",
Subtitles::vx_c00360_p01_plr_v03,"¿El deber de la casa de Durin? El hacha de Durin, las lámparas, las sombras… Está todo conectado.",
Subtitles::vx_c00360_p01_plr_v04,"¿El deber de la casa de Durin? El hacha de Durin, las lámparas, las sombras… Está todo conectado.",
Subtitles::vx_c00360_p01_plr_v05,"¿El deber de la casa de Durin? El hacha de Durin, las lámparas, las sombras… Está todo conectado.",
Subtitles::vx_c00360_p01_plr_v06,"¿El deber de la casa de Durin? El hacha de Durin, las lámparas, las sombras… Está todo conectado.",
Subtitles::vx_c00360_p01_plr_v07,"¿El deber de la casa de Durin? El hacha de Durin, las lámparas, las sombras… Está todo conectado.",
Subtitles::vx_c00360_p01_plr_v08,"¿El deber de la casa de Durin? El hacha de Durin, las lámparas, las sombras… Está todo conectado.",
Subtitles::vx_c00267_p01_redo_v01,Una base enana. Destruidla.,
Subtitles::vx_c00267_p01_redo_v02,Una base enana. Destruidla.,
Subtitles::vx_c00209_p01_tro_v01,Cómo crujen los huesos de enano.,
Subtitles::vx_c00266_p01_deepo_v01,Un botín enano siempre es un buen botín.,
Subtitles::vx_c00266_p01_deepo_v02,Un botín enano siempre es un buen botín.,
Subtitles::vx_c00266_p01_shdw_v02,Un botín enano.,
Subtitles::vx_c00266_p01_natg_v01,Un botín enano. Un botín enano.,
Subtitles::vx_c00266_p01_natg_v02,Un botín enano. Un botín enano.,
Subtitles::vx_c00211_p01_tro_v01,Carne de enano. Mi favorita.,
Subtitles::vx_c00099_p01_bolg_v01,Maldita escoria enana.,
Subtitles::vx_c00230_p01_deepg_v01,Maldita escoria enana.,
Subtitles::vx_c00230_p01_deepo_v01,Maldita escoria enana.,
Subtitles::vx_c00230_p01_gmen_v01,Maldita escoria enana.,
Subtitles::vx_c00230_p01_gmen_v02,Maldita escoria enana.,
Subtitles::vx_c00230_p01_gun_v01,Maldita escoria enana.,
Subtitles::vx_c00230_p01_gun_v02,Maldita escoria enana.,
Subtitles::vx_c00230_p01_natg_v01,Maldita escoria enana.,
Subtitles::vx_c00230_p01_natg_v02,Maldita escoria enana.,
Subtitles::vx_c00230_p01_nato_v01,Maldita escoria enana.,
Subtitles::vx_c00230_p01_nato_v02,Maldita escoria enana.,
Subtitles::vx_c00230_p01_redo_v01,Maldita escoria enana.,
Subtitles::vx_c00230_p01_redo_v02,Maldita escoria enana.,
Subtitles::vx_c00230_p01_redu_v01,Maldita escoria enana.,
Subtitles::vx_c00230_p01_redu_v02,Maldita escoria enana.,
Subtitles::vx_c00230_p01_shdw_v01,Maldita escoria enana.,
Subtitles::vx_c00230_p01_shdw_v02,Maldita escoria enana.,
Subtitles::vx_c00117_p01_king_v01,"Te aniquilaré, enano.",
Subtitles::vx_c00263_p01_redo_v01,Las creaciones de los enanos están para destruirlas.,
Subtitles::vx_c00263_p01_redo_v02,Las creaciones de los enanos están para destruirlas.,
Subtitles::vx_c00263_p01_redu_v01,Las creaciones de los enanos están para destruirlas.,
Subtitles::vx_c00263_p01_redu_v02,Las creaciones de los enanos están para destruirlas.,
Subtitles::vx_c00093_p01_bolg_v01,"Los enanos han vuelto. Ja. ¿Habéis venido a rendir tributo a Bolgakh, descendiente de Azog, el auténtico señor de Moria?",
Subtitles::vx_c00032_p02_plr_v06,Elfos y enanos... Una alianza más fuerte incluso que la del pico y la piedra.,
Subtitles::vx_c00218_p01_deepg_v02,Han vuelto los enanos.,
Subtitles::vx_c00218_p01_nato_v01,Han vuelto los enanos.,
Subtitles::vx_c00218_p01_nato_v02,Han vuelto los enanos.,
Subtitles::vx_c00218_p01_shdw_v01,Han vuelto los enanos.,
Subtitles::vx_c00218_p01_shdw_v02,Han vuelto los enanos.,
Subtitles::vx_c00060_p01_natg_v02,Los enanos están aquí.,
Subtitles::vx_c00060_p01_nato_v02,Los enanos están aquí.,
Subtitles::vx_c00218_p01_gun_v01,Los enanos están aquí.,
Subtitles::vx_c00218_p01_gun_v02,Los enanos están aquí.,
Subtitles::vx_c00218_p01_redu_v01,Los enanos están aquí.,
Subtitles::vx_c00218_p01_redu_v02,Los enanos están aquí.,
Subtitles::vx_c00181_p01_gun_v02,¿También hay enanos en la montaña?,
Subtitles::vx_c00172_p01_shdw_v01,Los enanos han entrado e-en la montaña.,
Subtitles::vx_c00701_p01_drgn_v01,Los enanos son débiles. No tienen nada que hacer contra mi poder.,
Subtitles::vx_c00266_p01_gmen_v01,Los enanos tienen un buen botín.,
Subtitles::vx_c00266_p01_gmen_v02,Los enanos tienen un buen botín.,
Subtitles::vx_c00573_p01_plr_v01,Los enanos han regresado.,
Subtitles::vx_c00573_p01_plr_v02,Los enanos han regresado.,
Subtitles::vx_c00573_p01_plr_v03,Los enanos han regresado.,
Subtitles::vx_c00573_p01_plr_v04,Los enanos han regresado.,
Subtitles::vx_c00573_p01_plr_v06,Los enanos han regresado.,
Subtitles::vx_c00573_p01_plr_v07,Los enanos han regresado.,
Subtitles::vx_c00573_p01_plr_v08,Los enanos han regresado.,
Subtitles::vx_c00047_p02_plr_v02,Los enanos nos movemos como pez en el agua en las minas.,
Subtitles::vx_c00172_p01_shdw_v02,Enanos en la montaña.,
Subtitles::vx_c00616_p01_deepg_v01,Los enanos no sobrevivirían para ver un nuevo día...,
Subtitles::vx_c00616_p01_deepg_v02,Los enanos no sobrevivirían para ver un nuevo día...,
Subtitles::vx_c00218_p01_gmen_v01,Enanos.,
Subtitles::vx_c00218_p01_gmen_v02,Enanos.,
Subtitles::vx_c00112_p01_king_v01,"Enanos. Postraos ante mí, el rey de Moria.",
Subtitles::vx_c00617_p01_natg_v01,Enanos. Tengo que avisar al jefe.,
Subtitles::vx_c00617_p01_natg_v02,Enanos. Tengo que avisar al jefe.,
Subtitles::vx_c00141_p01_deepo_v01,Enanos. Los oigo respirar.,
Subtitles::vx_c00141_p01_deepg_v01,Enanos. Los oigo.,
Subtitles::vx_c00614_p01_natg_v01,Enanos. Mmm... Estarán de muerte...,
Subtitles::vx_c00614_p01_natg_v02,Enanos. Mmm... Estarán de muerte...,
Subtitles::vx_c00801_p01_drgn_v01,"Enanos. Dichosos ladronzuelos, sé que andáis por aquí.",
Subtitles::vx_c000721_p01_bolg_v01,Enanos. Encontradlos. Seguid su rastro.,
Subtitles::vx_c00721_p01_bolg_v01,Enanos. Encontradlos. Seguid su rastro.,
Subtitles::vx_c00618_p01_natg_v01,Enanos... El jefe debe saberlo.,
Subtitles::vx_c00618_p01_natg_v02,Enanos... El jefe debe saberlo.,
Subtitles::vx_c00723_p01_plr_v01,Las escaleras orientales... son interminables.,
Subtitles::vx_c00723_p01_plr_v02,Las escaleras orientales... son interminables.,
Subtitles::vx_c00723_p01_plr_v03,Las escaleras orientales... son interminables.,
Subtitles::vx_c00723_p01_plr_v04,Las escaleras orientales... son interminables.,
Subtitles::vx_c00723_p01_plr_v05,Las escaleras orientales... son interminables.,
Subtitles::vx_c00723_p01_plr_v06,Las escaleras orientales... son interminables.,
Subtitles::vx_c00723_p01_plr_v07,Las escaleras orientales... son interminables.,
Subtitles::vx_c00723_p01_plr_v08,Las escaleras orientales... son interminables.,
Subtitles::vx_c00520_p01_plr_v01,Los enemigos temerán esta arma.,
Subtitles::vx_c00520_p01_plr_v02,Los enemigos temerán esta arma.,
Subtitles::vx_c00520_p01_plr_v03,Los enemigos temerán esta arma.,
Subtitles::vx_c00520_p01_plr_v04,Los enemigos temerán esta arma.,
Subtitles::vx_c00520_p01_plr_v05,Los enemigos temerán esta arma.,
Subtitles::vx_c00520_p01_plr_v06,Los enemigos temerán esta arma.,
Subtitles::vx_c00520_p01_plr_v07,Los enemigos temerán esta arma.,
Subtitles::vx_c00520_p01_plr_v08,Los enemigos temerán esta arma.,
Subtitles::vx_c00169_p01_deepo_v02,¿Alguna vez has pensado en el sol?,
Subtitles::vx_c00163_p01_nato_v01,Me pregunto cómo será un amanecer.,
Subtitles::vx_c00163_p01_natg_v01,Me pregunto cómo será la luz del sol.,
Subtitles::vx_c00169_p01_deepo_v01,Me pregunto cómo será la luz del sol.,
Subtitles::vx_c00399_p02_plr_v02,El mal y las sombras han compartido ama durante mucho tiempo.,
Subtitles::vx_c00025_p02_rav_v01,Maldiciones malvadas. Camino bloqueado. Hay que encontrar otro camino al este.,
Subtitles::vx_c00086_p06_rav_v01,¡Mala suerte! Descubre cómo arreglarlas en la antigua Biblioteca de los Peregrinos. Sigue el camino hasta el nacimiento del río.,
Subtitles::vx_c00046_p04_rav_v01,"Sombras. Malditas. Malas noticias. Hay un camino antiguo abajo. Abajo. En las profundidades. Arriesgado, pero lleva a las escaleras orientales.",
Subtitles::vx_c00542_p01_plr_v04,Puaj. Gusanos.,
Subtitles::vx_c00092_p06_rav_v01,Sal por la puerta oriental. El rey Thorin y el señor Gimli esperan en el Valle de Arroyo Sombrío.,
Subtitles::vx_c00547_p01_plr_v01,Prestad atención. Hay monstruos por los aires.,
Subtitles::vx_c00547_p01_plr_v02,Prestad atención. Hay monstruos por los aires.,
Subtitles::vx_c00547_p01_plr_v03,Prestad atención. Hay monstruos por los aires.,
Subtitles::vx_c00547_p01_plr_v04,Prestad atención. Hay monstruos por los aires.,
